date,open,high,low,close,volume,average,barCount,symbol
2024-05-26 19:30:00-04:00,156.872,156.916,156.869,156.9125,-1.0,-1.0,-1,USD
2024-05-26 19:35:00-04:00,156.9125,156.919,156.8945,156.8975,-1.0,-1.0,-1,USD
2024-05-26 19:40:00-04:00,156.8975,156.901,156.874,156.886,-1.0,-1.0,-1,USD
2024-05-26 19:45:00-04:00,156.886,156.901,156.875,156.882,-1.0,-1.0,-1,USD
2024-05-26 19:50:00-04:00,156.882,156.8835,156.8545,156.8575,-1.0,-1.0,-1,USD
2024-05-26 19:55:00-04:00,156.8575,156.884,156.853,156.8695,-1.0,-1.0,-1,USD
2024-05-26 20:00:00-04:00,156.8695,156.8715,156.804,156.84,-1.0,-1.0,-1,USD
2024-05-26 20:05:00-04:00,156.84,156.8805,156.833,156.877,-1.0,-1.0,-1,USD
2024-05-26 20:10:00-04:00,156.877,156.885,156.846,156.8565,-1.0,-1.0,-1,USD
2024-05-26 20:15:00-04:00,156.8565,156.8655,156.815,156.826,-1.0,-1.0,-1,USD
2024-05-26 20:20:00-04:00,156.826,156.837,156.803,156.803,-1.0,-1.0,-1,USD
2024-05-26 20:25:00-04:00,156.803,156.804,156.7855,156.803,-1.0,-1.0,-1,USD
2024-05-26 20:30:00-04:00,156.803,156.875,156.8,156.874,-1.0,-1.0,-1,USD
2024-05-26 20:35:00-04:00,156.874,156.8785,156.8645,156.874,-1.0,-1.0,-1,USD
2024-05-26 20:40:00-04:00,156.874,156.888,156.867,156.8735,-1.0,-1.0,-1,USD
2024-05-26 20:45:00-04:00,156.8735,156.9275,156.872,156.904,-1.0,-1.0,-1,USD
2024-05-26 20:50:00-04:00,156.904,156.904,156.801,156.82,-1.0,-1.0,-1,USD
2024-05-26 20:55:00-04:00,156.82,156.839,156.7535,156.833,-1.0,-1.0,-1,USD
2024-05-26 21:00:00-04:00,156.833,156.848,156.754,156.754,-1.0,-1.0,-1,USD
2024-05-26 21:05:00-04:00,156.754,156.78,156.696,156.727,-1.0,-1.0,-1,USD
2024-05-26 21:10:00-04:00,156.727,156.745,156.681,156.7165,-1.0,-1.0,-1,USD
2024-05-26 21:15:00-04:00,156.7165,156.75,156.688,156.737,-1.0,-1.0,-1,USD
2024-05-26 21:20:00-04:00,156.737,156.7725,156.7175,156.7585,-1.0,-1.0,-1,USD
2024-05-26 21:25:00-04:00,156.7585,156.7735,156.753,156.7735,-1.0,-1.0,-1,USD
2024-05-26 21:30:00-04:00,156.7735,156.805,156.756,156.7965,-1.0,-1.0,-1,USD
2024-05-26 21:35:00-04:00,156.7965,156.82,156.787,156.793,-1.0,-1.0,-1,USD
2024-05-26 21:40:00-04:00,156.793,156.8155,156.791,156.8125,-1.0,-1.0,-1,USD
2024-05-26 21:45:00-04:00,156.8125,156.8425,156.8005,156.827,-1.0,-1.0,-1,USD
2024-05-26 21:50:00-04:00,156.827,156.834,156.813,156.814,-1.0,-1.0,-1,USD
2024-05-26 21:55:00-04:00,156.814,156.8285,156.804,156.8075,-1.0,-1.0,-1,USD
2024-05-26 22:00:00-04:00,156.8075,156.808,156.763,156.765,-1.0,-1.0,-1,USD
2024-05-26 22:05:00-04:00,156.765,156.773,156.738,156.7555,-1.0,-1.0,-1,USD
2024-05-26 22:10:00-04:00,156.7555,156.778,156.7445,156.766,-1.0,-1.0,-1,USD
2024-05-26 22:15:00-04:00,156.766,156.767,156.7445,156.7555,-1.0,-1.0,-1,USD
2024-05-26 22:20:00-04:00,156.7555,156.77,156.7435,156.755,-1.0,-1.0,-1,USD
2024-05-26 22:25:00-04:00,156.755,156.805,156.7545,156.803,-1.0,-1.0,-1,USD
2024-05-26 22:30:00-04:00,156.803,156.803,156.777,156.777,-1.0,-1.0,-1,USD
2024-05-26 22:35:00-04:00,156.777,156.7805,156.7525,156.7545,-1.0,-1.0,-1,USD
2024-05-26 22:40:00-04:00,156.7545,156.77,156.75,156.767,-1.0,-1.0,-1,USD
2024-05-26 22:45:00-04:00,156.767,156.768,156.7,156.7035,-1.0,-1.0,-1,USD
2024-05-26 22:50:00-04:00,156.7035,156.7425,156.6895,156.726,-1.0,-1.0,-1,USD
2024-05-26 22:55:00-04:00,156.726,156.7285,156.712,156.728,-1.0,-1.0,-1,USD
2024-05-26 23:00:00-04:00,156.728,156.7295,156.6645,156.684,-1.0,-1.0,-1,USD
2024-05-26 23:05:00-04:00,156.684,156.738,156.683,156.7335,-1.0,-1.0,-1,USD
2024-05-26 23:10:00-04:00,156.7335,156.7555,156.7305,156.7525,-1.0,-1.0,-1,USD
2024-05-26 23:15:00-04:00,156.7525,156.769,156.737,156.7465,-1.0,-1.0,-1,USD
2024-05-26 23:20:00-04:00,156.7465,156.766,156.738,156.765,-1.0,-1.0,-1,USD
2024-05-26 23:25:00-04:00,156.765,156.766,156.743,156.7475,-1.0,-1.0,-1,USD
2024-05-26 23:30:00-04:00,156.7475,156.769,156.726,156.7265,-1.0,-1.0,-1,USD
2024-05-26 23:35:00-04:00,156.7265,156.743,156.7255,156.7395,-1.0,-1.0,-1,USD
2024-05-26 23:40:00-04:00,156.7395,156.7405,156.725,156.725,-1.0,-1.0,-1,USD
2024-05-26 23:45:00-04:00,156.725,156.726,156.691,156.694,-1.0,-1.0,-1,USD
2024-05-26 23:50:00-04:00,156.694,156.7155,156.6855,156.703,-1.0,-1.0,-1,USD
2024-05-26 23:55:00-04:00,156.703,156.725,156.7015,156.705,-1.0,-1.0,-1,USD
2024-05-27 00:00:00-04:00,156.705,156.719,156.704,156.716,-1.0,-1.0,-1,USD
2024-05-27 00:05:00-04:00,156.716,156.721,156.691,156.718,-1.0,-1.0,-1,USD
2024-05-27 00:10:00-04:00,156.718,156.732,156.7155,156.7315,-1.0,-1.0,-1,USD
2024-05-27 00:15:00-04:00,156.7315,156.746,156.7265,156.732,-1.0,-1.0,-1,USD
2024-05-27 00:20:00-04:00,156.732,156.739,156.728,156.738,-1.0,-1.0,-1,USD
2024-05-27 00:25:00-04:00,156.738,156.746,156.7245,156.733,-1.0,-1.0,-1,USD
2024-05-27 00:30:00-04:00,156.733,156.7345,156.7285,156.7345,-1.0,-1.0,-1,USD
2024-05-27 00:35:00-04:00,156.7345,156.739,156.7035,156.704,-1.0,-1.0,-1,USD
2024-05-27 00:40:00-04:00,156.704,156.719,156.7035,156.718,-1.0,-1.0,-1,USD
2024-05-27 00:45:00-04:00,156.718,156.737,156.717,156.733,-1.0,-1.0,-1,USD
2024-05-27 00:50:00-04:00,156.733,156.78,156.727,156.745,-1.0,-1.0,-1,USD
2024-05-27 00:55:00-04:00,156.745,156.7825,156.743,156.772,-1.0,-1.0,-1,USD
2024-05-27 01:00:00-04:00,156.772,156.8,156.7715,156.792,-1.0,-1.0,-1,USD
2024-05-27 01:05:00-04:00,156.792,156.796,156.776,156.791,-1.0,-1.0,-1,USD
2024-05-27 01:10:00-04:00,156.791,156.795,156.785,156.7865,-1.0,-1.0,-1,USD
2024-05-27 01:15:00-04:00,156.7865,156.797,156.7855,156.7865,-1.0,-1.0,-1,USD
2024-05-27 01:20:00-04:00,156.7865,156.792,156.7555,156.7555,-1.0,-1.0,-1,USD
2024-05-27 01:25:00-04:00,156.7555,156.759,156.749,156.749,-1.0,-1.0,-1,USD
2024-05-27 01:30:00-04:00,156.749,156.756,156.739,156.7405,-1.0,-1.0,-1,USD
2024-05-27 01:35:00-04:00,156.7405,156.75,156.7385,156.7415,-1.0,-1.0,-1,USD
2024-05-27 01:40:00-04:00,156.7415,156.763,156.738,156.755,-1.0,-1.0,-1,USD
2024-05-27 01:45:00-04:00,156.755,156.771,156.755,156.7655,-1.0,-1.0,-1,USD
2024-05-27 01:50:00-04:00,156.7655,156.7725,156.751,156.7565,-1.0,-1.0,-1,USD
2024-05-27 01:55:00-04:00,156.7565,156.764,156.727,156.763,-1.0,-1.0,-1,USD
2024-05-27 02:00:00-04:00,156.763,156.794,156.748,156.7835,-1.0,-1.0,-1,USD
2024-05-27 02:05:00-04:00,156.7835,156.792,156.773,156.7805,-1.0,-1.0,-1,USD
2024-05-27 02:10:00-04:00,156.7805,156.828,156.776,156.813,-1.0,-1.0,-1,USD
2024-05-27 02:15:00-04:00,156.813,156.838,156.809,156.8235,-1.0,-1.0,-1,USD
2024-05-27 02:20:00-04:00,156.8235,156.837,156.8015,156.834,-1.0,-1.0,-1,USD
2024-05-27 02:25:00-04:00,156.834,156.841,156.803,156.804,-1.0,-1.0,-1,USD
2024-05-27 02:30:00-04:00,156.804,156.8265,156.803,156.812,-1.0,-1.0,-1,USD
2024-05-27 02:35:00-04:00,156.812,156.8245,156.791,156.792,-1.0,-1.0,-1,USD
2024-05-27 02:40:00-04:00,156.792,156.8275,156.792,156.8265,-1.0,-1.0,-1,USD
2024-05-27 02:45:00-04:00,156.8265,156.846,156.82,156.8275,-1.0,-1.0,-1,USD
2024-05-27 02:50:00-04:00,156.8275,156.835,156.8135,156.8155,-1.0,-1.0,-1,USD
2024-05-27 02:55:00-04:00,156.8155,156.8425,156.796,156.8245,-1.0,-1.0,-1,USD
2024-05-27 03:00:00-04:00,156.8245,156.849,156.824,156.846,-1.0,-1.0,-1,USD
2024-05-27 03:05:00-04:00,156.846,156.865,156.836,156.837,-1.0,-1.0,-1,USD
2024-05-27 03:10:00-04:00,156.837,156.865,156.835,156.859,-1.0,-1.0,-1,USD
2024-05-27 03:15:00-04:00,156.859,156.8785,156.859,156.874,-1.0,-1.0,-1,USD
2024-05-27 03:20:00-04:00,156.874,156.88,156.8665,156.871,-1.0,-1.0,-1,USD
2024-05-27 03:25:00-04:00,156.871,156.936,156.8695,156.9235,-1.0,-1.0,-1,USD
2024-05-27 03:30:00-04:00,156.9235,156.9275,156.895,156.8985,-1.0,-1.0,-1,USD
2024-05-27 03:35:00-04:00,156.8985,156.925,156.898,156.921,-1.0,-1.0,-1,USD
2024-05-27 03:40:00-04:00,156.921,156.96,156.921,156.958,-1.0,-1.0,-1,USD
2024-05-27 03:45:00-04:00,156.958,156.962,156.9265,156.933,-1.0,-1.0,-1,USD
2024-05-27 03:50:00-04:00,156.933,156.955,156.933,156.9365,-1.0,-1.0,-1,USD
2024-05-27 03:55:00-04:00,156.9365,156.9405,156.9075,156.9105,-1.0,-1.0,-1,USD
2024-05-27 04:00:00-04:00,156.9105,156.9235,156.8965,156.922,-1.0,-1.0,-1,USD
2024-05-27 04:05:00-04:00,156.922,156.9335,156.913,156.927,-1.0,-1.0,-1,USD
2024-05-27 04:10:00-04:00,156.927,156.9335,156.9125,156.915,-1.0,-1.0,-1,USD
2024-05-27 04:15:00-04:00,156.915,156.916,156.901,156.9105,-1.0,-1.0,-1,USD
2024-05-27 04:20:00-04:00,156.9105,156.9105,156.896,156.8985,-1.0,-1.0,-1,USD
2024-05-27 04:25:00-04:00,156.8985,156.8985,156.872,156.8725,-1.0,-1.0,-1,USD
2024-05-27 04:30:00-04:00,156.8725,156.8835,156.8655,156.874,-1.0,-1.0,-1,USD
2024-05-27 04:35:00-04:00,156.874,156.8865,156.873,156.8845,-1.0,-1.0,-1,USD
2024-05-27 04:40:00-04:00,156.8845,156.8855,156.873,156.885,-1.0,-1.0,-1,USD
2024-05-27 04:45:00-04:00,156.885,156.8985,156.8845,156.8965,-1.0,-1.0,-1,USD
2024-05-27 04:50:00-04:00,156.8965,156.93,156.895,156.93,-1.0,-1.0,-1,USD
2024-05-27 04:55:00-04:00,156.93,156.9505,156.93,156.947,-1.0,-1.0,-1,USD
2024-05-27 05:00:00-04:00,156.947,156.952,156.917,156.9215,-1.0,-1.0,-1,USD
2024-05-27 05:05:00-04:00,156.9215,156.928,156.92,156.9255,-1.0,-1.0,-1,USD
2024-05-27 05:10:00-04:00,156.9255,156.929,156.901,156.901,-1.0,-1.0,-1,USD
2024-05-27 05:15:00-04:00,156.901,156.911,156.899,156.9085,-1.0,-1.0,-1,USD
2024-05-27 05:20:00-04:00,156.9085,156.9125,156.9075,156.9095,-1.0,-1.0,-1,USD
2024-05-27 05:25:00-04:00,156.9095,156.916,156.901,156.908,-1.0,-1.0,-1,USD
2024-05-27 05:30:00-04:00,156.908,156.933,156.908,156.9295,-1.0,-1.0,-1,USD
2024-05-27 05:35:00-04:00,156.9295,156.933,156.92,156.923,-1.0,-1.0,-1,USD
2024-05-27 05:40:00-04:00,156.923,156.9245,156.918,156.9215,-1.0,-1.0,-1,USD
2024-05-27 05:45:00-04:00,156.9215,156.9235,156.8925,156.8975,-1.0,-1.0,-1,USD
2024-05-27 05:50:00-04:00,156.8975,156.909,156.8955,156.897,-1.0,-1.0,-1,USD
2024-05-27 05:55:00-04:00,156.897,156.907,156.878,156.8965,-1.0,-1.0,-1,USD
2024-05-27 06:00:00-04:00,156.8965,156.8965,156.858,156.86,-1.0,-1.0,-1,USD
2024-05-27 06:05:00-04:00,156.86,156.862,156.846,156.8565,-1.0,-1.0,-1,USD
2024-05-27 06:10:00-04:00,156.8565,156.864,156.8555,156.8595,-1.0,-1.0,-1,USD
2024-05-27 06:15:00-04:00,156.8595,156.865,156.846,156.8585,-1.0,-1.0,-1,USD
2024-05-27 06:20:00-04:00,156.8585,156.874,156.856,156.87,-1.0,-1.0,-1,USD
2024-05-27 06:25:00-04:00,156.87,156.8855,156.858,156.885,-1.0,-1.0,-1,USD
2024-05-27 06:30:00-04:00,156.885,156.887,156.859,156.8735,-1.0,-1.0,-1,USD
2024-05-27 06:35:00-04:00,156.8735,156.885,156.871,156.872,-1.0,-1.0,-1,USD
2024-05-27 06:40:00-04:00,156.872,156.875,156.86,156.874,-1.0,-1.0,-1,USD
2024-05-27 06:45:00-04:00,156.874,156.875,156.865,156.872,-1.0,-1.0,-1,USD
2024-05-27 06:50:00-04:00,156.872,156.873,156.868,156.872,-1.0,-1.0,-1,USD
2024-05-27 06:55:00-04:00,156.872,156.878,156.8585,156.862,-1.0,-1.0,-1,USD
2024-05-27 07:00:00-04:00,156.862,156.862,156.8235,156.8245,-1.0,-1.0,-1,USD
2024-05-27 07:05:00-04:00,156.8245,156.8375,156.8225,156.8365,-1.0,-1.0,-1,USD
2024-05-27 07:10:00-04:00,156.8365,156.853,156.834,156.8495,-1.0,-1.0,-1,USD
2024-05-27 07:15:00-04:00,156.8495,156.8675,156.849,156.861,-1.0,-1.0,-1,USD
2024-05-27 07:20:00-04:00,156.861,156.863,156.846,156.86,-1.0,-1.0,-1,USD
2024-05-27 07:25:00-04:00,156.86,156.863,156.8565,156.859,-1.0,-1.0,-1,USD
2024-05-27 07:30:00-04:00,156.859,156.865,156.849,156.8505,-1.0,-1.0,-1,USD
2024-05-27 07:35:00-04:00,156.8505,156.874,156.847,156.8685,-1.0,-1.0,-1,USD
2024-05-27 07:40:00-04:00,156.8685,156.874,156.861,156.8735,-1.0,-1.0,-1,USD
2024-05-27 07:45:00-04:00,156.8735,156.885,156.8685,156.8725,-1.0,-1.0,-1,USD
2024-05-27 07:50:00-04:00,156.8725,156.885,156.869,156.884,-1.0,-1.0,-1,USD
2024-05-27 07:55:00-04:00,156.884,156.8945,156.8805,156.8835,-1.0,-1.0,-1,USD
2024-05-27 08:00:00-04:00,156.8835,156.896,156.866,156.8835,-1.0,-1.0,-1,USD
2024-05-27 08:05:00-04:00,156.8835,156.885,156.845,156.846,-1.0,-1.0,-1,USD
2024-05-27 08:10:00-04:00,156.846,156.874,156.845,156.8715,-1.0,-1.0,-1,USD
2024-05-27 08:15:00-04:00,156.8715,156.8945,156.87,156.884,-1.0,-1.0,-1,USD
2024-05-27 08:20:00-04:00,156.884,156.884,156.869,156.8785,-1.0,-1.0,-1,USD
2024-05-27 08:25:00-04:00,156.8785,156.8785,156.839,156.845,-1.0,-1.0,-1,USD
2024-05-27 08:30:00-04:00,156.845,156.846,156.8215,156.839,-1.0,-1.0,-1,USD
2024-05-27 08:35:00-04:00,156.839,156.863,156.839,156.861,-1.0,-1.0,-1,USD
2024-05-27 08:40:00-04:00,156.861,156.864,156.836,156.848,-1.0,-1.0,-1,USD
2024-05-27 08:45:00-04:00,156.848,156.849,156.8225,156.8265,-1.0,-1.0,-1,USD
2024-05-27 08:50:00-04:00,156.8265,156.84,156.82,156.834,-1.0,-1.0,-1,USD
2024-05-27 08:55:00-04:00,156.834,156.844,156.82,156.8235,-1.0,-1.0,-1,USD
2024-05-27 09:00:00-04:00,156.8235,156.832,156.8125,156.825,-1.0,-1.0,-1,USD
2024-05-27 09:05:00-04:00,156.825,156.833,156.82,156.8215,-1.0,-1.0,-1,USD
2024-05-27 09:10:00-04:00,156.8215,156.823,156.802,156.8125,-1.0,-1.0,-1,USD
2024-05-27 09:15:00-04:00,156.8125,156.834,156.8125,156.815,-1.0,-1.0,-1,USD
2024-05-27 09:20:00-04:00,156.815,156.815,156.7975,156.7995,-1.0,-1.0,-1,USD
2024-05-27 09:25:00-04:00,156.7995,156.802,156.775,156.777,-1.0,-1.0,-1,USD
2024-05-27 09:30:00-04:00,156.777,156.8145,156.773,156.8025,-1.0,-1.0,-1,USD
2024-05-27 09:35:00-04:00,156.8025,156.8115,156.7855,156.796,-1.0,-1.0,-1,USD
2024-05-27 09:40:00-04:00,156.796,156.8025,156.786,156.7995,-1.0,-1.0,-1,USD
2024-05-27 09:45:00-04:00,156.7995,156.7995,156.764,156.7845,-1.0,-1.0,-1,USD
2024-05-27 09:50:00-04:00,156.7845,156.7985,156.7655,156.7965,-1.0,-1.0,-1,USD
2024-05-27 09:55:00-04:00,156.7965,156.8265,156.7965,156.82,-1.0,-1.0,-1,USD
2024-05-27 10:00:00-04:00,156.82,156.824,156.807,156.8225,-1.0,-1.0,-1,USD
2024-05-27 10:05:00-04:00,156.8225,156.831,156.8095,156.822,-1.0,-1.0,-1,USD
2024-05-27 10:10:00-04:00,156.822,156.8275,156.821,156.824,-1.0,-1.0,-1,USD
2024-05-27 10:15:00-04:00,156.824,156.825,156.817,156.8225,-1.0,-1.0,-1,USD
2024-05-27 10:20:00-04:00,156.8225,156.823,156.8115,156.814,-1.0,-1.0,-1,USD
2024-05-27 10:25:00-04:00,156.814,156.8145,156.798,156.798,-1.0,-1.0,-1,USD
2024-05-27 10:30:00-04:00,156.798,156.8245,156.796,156.813,-1.0,-1.0,-1,USD
2024-05-27 10:35:00-04:00,156.813,156.823,156.813,156.821,-1.0,-1.0,-1,USD
2024-05-27 10:40:00-04:00,156.821,156.823,156.809,156.812,-1.0,-1.0,-1,USD
2024-05-27 10:45:00-04:00,156.812,156.8135,156.81,156.8125,-1.0,-1.0,-1,USD
2024-05-27 10:50:00-04:00,156.8125,156.8125,156.7995,156.807,-1.0,-1.0,-1,USD
2024-05-27 10:55:00-04:00,156.807,156.812,156.723,156.7255,-1.0,-1.0,-1,USD
2024-05-27 11:00:00-04:00,156.7255,156.785,156.708,156.7735,-1.0,-1.0,-1,USD
2024-05-27 11:05:00-04:00,156.7735,156.811,156.771,156.8095,-1.0,-1.0,-1,USD
2024-05-27 11:10:00-04:00,156.8095,156.8255,156.806,156.8105,-1.0,-1.0,-1,USD
2024-05-27 11:15:00-04:00,156.8105,156.819,156.7965,156.807,-1.0,-1.0,-1,USD
2024-05-27 11:20:00-04:00,156.807,156.821,156.8,156.816,-1.0,-1.0,-1,USD
2024-05-27 11:25:00-04:00,156.816,156.819,156.7995,156.8095,-1.0,-1.0,-1,USD
2024-05-27 11:30:00-04:00,156.8095,156.82,156.8095,156.816,-1.0,-1.0,-1,USD
2024-05-27 11:35:00-04:00,156.816,156.864,156.816,156.861,-1.0,-1.0,-1,USD
2024-05-27 11:40:00-04:00,156.861,156.863,156.826,156.833,-1.0,-1.0,-1,USD
2024-05-27 11:45:00-04:00,156.833,156.875,156.833,156.875,-1.0,-1.0,-1,USD
2024-05-27 11:50:00-04:00,156.875,156.875,156.865,156.8715,-1.0,-1.0,-1,USD
2024-05-27 11:55:00-04:00,156.8715,156.8725,156.853,156.8705,-1.0,-1.0,-1,USD
2024-05-27 12:00:00-04:00,156.8705,156.874,156.8665,156.873,-1.0,-1.0,-1,USD
2024-05-27 12:05:00-04:00,156.873,156.873,156.86,156.872,-1.0,-1.0,-1,USD
2024-05-27 12:10:00-04:00,156.872,156.884,156.871,156.884,-1.0,-1.0,-1,USD
2024-05-27 12:15:00-04:00,156.884,156.891,156.8785,156.887,-1.0,-1.0,-1,USD
2024-05-27 12:20:00-04:00,156.887,156.8965,156.887,156.895,-1.0,-1.0,-1,USD
2024-05-27 12:25:00-04:00,156.895,156.9135,156.8845,156.912,-1.0,-1.0,-1,USD
2024-05-27 12:30:00-04:00,156.912,156.915,156.9045,156.913,-1.0,-1.0,-1,USD
2024-05-27 12:35:00-04:00,156.913,156.915,156.89,156.8965,-1.0,-1.0,-1,USD
2024-05-27 12:40:00-04:00,156.8965,156.8985,156.88,156.896,-1.0,-1.0,-1,USD
2024-05-27 12:45:00-04:00,156.896,156.911,156.8955,156.907,-1.0,-1.0,-1,USD
2024-05-27 12:50:00-04:00,156.907,156.91,156.885,156.895,-1.0,-1.0,-1,USD
2024-05-27 12:55:00-04:00,156.895,156.905,156.895,156.901,-1.0,-1.0,-1,USD
2024-05-27 13:00:00-04:00,156.901,156.912,156.901,156.91,-1.0,-1.0,-1,USD
2024-05-27 13:05:00-04:00,156.91,156.913,156.9095,156.91,-1.0,-1.0,-1,USD
2024-05-27 13:10:00-04:00,156.91,156.915,156.8915,156.8965,-1.0,-1.0,-1,USD
2024-05-27 13:15:00-04:00,156.8965,156.897,156.8845,156.885,-1.0,-1.0,-1,USD
2024-05-27 13:20:00-04:00,156.885,156.894,156.8845,156.8915,-1.0,-1.0,-1,USD
2024-05-27 13:25:00-04:00,156.8915,156.8925,156.887,156.888,-1.0,-1.0,-1,USD
2024-05-27 13:30:00-04:00,156.888,156.889,156.876,156.884,-1.0,-1.0,-1,USD
2024-05-27 13:35:00-04:00,156.884,156.8875,156.8785,156.8865,-1.0,-1.0,-1,USD
2024-05-27 13:40:00-04:00,156.8865,156.8865,156.883,156.884,-1.0,-1.0,-1,USD
2024-05-27 13:45:00-04:00,156.884,156.8855,156.8805,156.884,-1.0,-1.0,-1,USD
2024-05-27 13:50:00-04:00,156.884,156.8845,156.874,156.8795,-1.0,-1.0,-1,USD
2024-05-27 13:55:00-04:00,156.8795,156.88,156.8695,156.873,-1.0,-1.0,-1,USD
2024-05-27 14:00:00-04:00,156.873,156.878,156.8655,156.869,-1.0,-1.0,-1,USD
2024-05-27 14:05:00-04:00,156.869,156.87,156.8665,156.8685,-1.0,-1.0,-1,USD
2024-05-27 14:10:00-04:00,156.8685,156.8685,156.856,156.857,-1.0,-1.0,-1,USD
2024-05-27 14:15:00-04:00,156.857,156.8585,156.856,156.856,-1.0,-1.0,-1,USD
2024-05-27 14:20:00-04:00,156.856,156.87,156.848,156.87,-1.0,-1.0,-1,USD
2024-05-27 14:25:00-04:00,156.87,156.87,156.859,156.862,-1.0,-1.0,-1,USD
2024-05-27 14:30:00-04:00,156.862,156.8665,156.86,156.866,-1.0,-1.0,-1,USD
2024-05-27 14:35:00-04:00,156.866,156.875,156.866,156.875,-1.0,-1.0,-1,USD
2024-05-27 14:40:00-04:00,156.875,156.877,156.869,156.875,-1.0,-1.0,-1,USD
2024-05-27 14:45:00-04:00,156.875,156.875,156.869,156.8735,-1.0,-1.0,-1,USD
2024-05-27 14:50:00-04:00,156.8735,156.8735,156.8655,156.8735,-1.0,-1.0,-1,USD
2024-05-27 14:55:00-04:00,156.8735,156.8735,156.869,156.871,-1.0,-1.0,-1,USD
2024-05-27 15:00:00-04:00,156.871,156.875,156.865,156.872,-1.0,-1.0,-1,USD
2024-05-27 15:05:00-04:00,156.872,156.873,156.8645,156.866,-1.0,-1.0,-1,USD
2024-05-27 15:10:00-04:00,156.866,156.8675,156.862,156.864,-1.0,-1.0,-1,USD
2024-05-27 15:15:00-04:00,156.864,156.864,156.862,156.864,-1.0,-1.0,-1,USD
2024-05-27 15:20:00-04:00,156.864,156.8645,156.8555,156.8585,-1.0,-1.0,-1,USD
2024-05-27 15:25:00-04:00,156.8585,156.86,156.8445,156.8565,-1.0,-1.0,-1,USD
2024-05-27 15:30:00-04:00,156.8565,156.862,156.8535,156.861,-1.0,-1.0,-1,USD
2024-05-27 15:35:00-04:00,156.861,156.8715,156.861,156.8695,-1.0,-1.0,-1,USD
2024-05-27 15:40:00-04:00,156.8695,156.871,156.8685,156.871,-1.0,-1.0,-1,USD
2024-05-27 15:45:00-04:00,156.871,156.8715,156.8685,156.869,-1.0,-1.0,-1,USD
2024-05-27 15:50:00-04:00,156.869,156.88,156.867,156.876,-1.0,-1.0,-1,USD
2024-05-27 15:55:00-04:00,156.876,156.8825,156.8735,156.8825,-1.0,-1.0,-1,USD
2024-05-27 16:00:00-04:00,156.8825,156.8955,156.882,156.888,-1.0,-1.0,-1,USD
2024-05-27 16:05:00-04:00,156.888,156.8935,156.883,156.8905,-1.0,-1.0,-1,USD
2024-05-27 16:10:00-04:00,156.8905,156.9105,156.8905,156.9105,-1.0,-1.0,-1,USD
