date,open,high,low,close,volume,average,barCount,symbol
2024-05-26 17:15:00-04:00,1.08455,1.08455,1.08435,1.0845,-1.0,-1.0,-1,EUR
2024-05-26 17:20:00-04:00,1.0845,1.0846,1.08445,1.0846,-1.0,-1.0,-1,EUR
2024-05-26 17:25:00-04:00,1.0846,1.08465,1.08455,1.0846,-1.0,-1.0,-1,EUR
2024-05-26 17:30:00-04:00,1.0846,1.0847,1.0846,1.08465,-1.0,-1.0,-1,EUR
2024-05-26 17:35:00-04:00,1.08465,1.0847,1.08465,1.08465,-1.0,-1.0,-1,EUR
2024-05-26 17:40:00-04:00,1.08465,1.0847,1.08465,1.0847,-1.0,-1.0,-1,EUR
2024-05-26 17:45:00-04:00,1.0847,1.0847,1.08465,1.08465,-1.0,-1.0,-1,EUR
2024-05-26 17:50:00-04:00,1.08465,1.08465,1.08465,1.08465,-1.0,-1.0,-1,EUR
2024-05-26 17:55:00-04:00,1.08465,1.08465,1.0846,1.08465,-1.0,-1.0,-1,EUR
2024-05-26 18:00:00-04:00,1.08465,1.0851,1.08455,1.08505,-1.0,-1.0,-1,EUR
2024-05-26 18:05:00-04:00,1.08505,1.08505,1.08495,1.085,-1.0,-1.0,-1,EUR
2024-05-26 18:10:00-04:00,1.085,1.085,1.08495,1.085,-1.0,-1.0,-1,EUR
2024-05-26 18:15:00-04:00,1.085,1.08505,1.085,1.085,-1.0,-1.0,-1,EUR
2024-05-26 18:20:00-04:00,1.085,1.08505,1.085,1.085,-1.0,-1.0,-1,EUR
2024-05-26 18:25:00-04:00,1.085,1.0851,1.08495,1.08505,-1.0,-1.0,-1,EUR
2024-05-26 18:30:00-04:00,1.08505,1.08515,1.08505,1.08505,-1.0,-1.0,-1,EUR
2024-05-26 18:35:00-04:00,1.08505,1.0851,1.08505,1.08505,-1.0,-1.0,-1,EUR
2024-05-26 18:40:00-04:00,1.08505,1.0851,1.08505,1.0851,-1.0,-1.0,-1,EUR
2024-05-26 18:45:00-04:00,1.0851,1.0851,1.08505,1.08505,-1.0,-1.0,-1,EUR
2024-05-26 18:50:00-04:00,1.08505,1.08505,1.085,1.085,-1.0,-1.0,-1,EUR
2024-05-26 18:55:00-04:00,1.085,1.08505,1.085,1.08505,-1.0,-1.0,-1,EUR
2024-05-26 19:00:00-04:00,1.08505,1.08505,1.08485,1.08495,-1.0,-1.0,-1,EUR
2024-05-26 19:05:00-04:00,1.08495,1.085,1.0849,1.08495,-1.0,-1.0,-1,EUR
2024-05-26 19:10:00-04:00,1.08495,1.08495,1.0849,1.0849,-1.0,-1.0,-1,EUR
2024-05-26 19:15:00-04:00,1.0849,1.0849,1.0849,1.0849,-1.0,-1.0,-1,EUR
2024-05-26 19:20:00-04:00,1.0849,1.08495,1.0849,1.0849,-1.0,-1.0,-1,EUR
2024-05-26 19:25:00-04:00,1.0849,1.0849,1.0849,1.0849,-1.0,-1.0,-1,EUR
2024-05-26 19:30:00-04:00,1.0849,1.0849,1.0847,1.0847,-1.0,-1.0,-1,EUR
2024-05-26 19:35:00-04:00,1.0847,1.0847,1.08465,1.0847,-1.0,-1.0,-1,EUR
2024-05-26 19:40:00-04:00,1.0847,1.08475,1.0846,1.08465,-1.0,-1.0,-1,EUR
2024-05-26 19:45:00-04:00,1.08465,1.08475,1.08465,1.0847,-1.0,-1.0,-1,EUR
2024-05-26 19:50:00-04:00,1.0847,1.0848,1.0847,1.08475,-1.0,-1.0,-1,EUR
2024-05-26 19:55:00-04:00,1.08475,1.08475,1.08465,1.08465,-1.0,-1.0,-1,EUR
2024-05-26 20:00:00-04:00,1.08465,1.08485,1.08465,1.0848,-1.0,-1.0,-1,EUR
2024-05-26 20:05:00-04:00,1.0848,1.0849,1.0848,1.0849,-1.0,-1.0,-1,EUR
2024-05-26 20:10:00-04:00,1.0849,1.08495,1.0848,1.08485,-1.0,-1.0,-1,EUR
2024-05-26 20:15:00-04:00,1.08485,1.08485,1.08475,1.08475,-1.0,-1.0,-1,EUR
2024-05-26 20:20:00-04:00,1.08475,1.08485,1.0847,1.08485,-1.0,-1.0,-1,EUR
2024-05-26 20:25:00-04:00,1.08485,1.08485,1.0847,1.08475,-1.0,-1.0,-1,EUR
2024-05-26 20:30:00-04:00,1.08475,1.08485,1.0847,1.0848,-1.0,-1.0,-1,EUR
2024-05-26 20:35:00-04:00,1.0848,1.0848,1.08475,1.0848,-1.0,-1.0,-1,EUR
